ENSG_ID	Atlas_heart	Atlas_brain	Atlas_kidney
18034	ENSG00000168772	0.15	0.152	0.074
18035		0.283	0.681	0.846
18036		0.644	1.574	1.57
18037		0.238	0.423	0.699
18038		0.23	0.415	0.682
18039		1.709	4.915	3.11
18040	ENSG00000167740	1.013	3.336	2.484
18041		2.522	2.226	2.022
18042		0.142	0.225	0.257
18043		0.054	0.22	0.269
18044		2.058	3.653	2.278
18045		17.473	9.16	15.909
18046		35.164	16.128	8.223
18047		4.647	4.628	5.543
18048		2.427	33.808	21.62
18049	ENSG00000161544	7.501	1.592	0.76
18050		4.456	6.442	4.013
18051		0.074	0.378	0.028
18052		0	0	0
18053	ENSG00000148795	0	0.02	4.164
18054	ENSG00000198077	0	0.05	0.008
18055	ENSG00000108242	0.029	0.015	0.058
18056		0.3	0.217	0.308
18057		0.062	0	0.086
18058		0.056	0	0.078
18059		0.418	0.014	0.281
18060		0	0.114	0.028
18061		0	0.105	0.026
18062		0.142	0.089	1.347
18063		0.294	0	0.155
18064		0	0	0
18065		0.38	1.157	0.456
18066		12.025	28.304	18.636
18067		1.368	3.866	2.005
18068		3.013	2.918	1.449
18069		0.814	1.461	0.361
18070		0.087	0.308	0.445
18071		1.311	7.383	1.095
18072		0.366	0.72	2.229
18073		0.354	0.719	2.192
18074		0	0.757	0.072
18075		0	0.564	0.092
18076		0.815	1.819	0.885
18077		0.65	1.247	0.507
18078		0.042	0.203	0.066
18079	ENSG00000182346	0	0	0
18080	ENSG00000182346	0	0	0
18081		0.954	4.843	2.932
18082		1.08	0.936	0.37
18083		1.737	1.166	3.245
18084		1.897	2.464	1.965
18085		1.896	2.463	1.964
18086		0	0	0
18087		0	0	0
18088	ENSG00000071626	3.108	1.4	2.113
18089	ENSG00000155368	212.166	239.268	282.851
18090		0.228	2.1	0.653
18091	ENSG00000244274	0	0.099	0.016
18092	ENSG00000244274	0	0	0
18093	ENSG00000244274	0.15	0.55	0
18094	ENSG00000105516	0.102	0.553	0.429
18095		3.764	4.986	5.12
18096		3.379	4.579	4.766
18097	ENSG00000182308	0.078	0.056	0.12
18098		6.773	5.806	5.122
18099		10.515	11.507	12.205
18100		10.785	9.194	10.576
18101		0.754	1.647	0.994
18102		0.027	0.887	0.022
18103		0	1.024	0.051
18104		1.853	5.222	1.402
18105	ENSG00000163673	0.136	1.446	0
18106	ENSG00000011465	53.932	6.001	14.221
18107	ENSG00000011465	51.305	6.321	14.327
18108	ENSG00000011465	41.684	5.448	11.402
18109		18.79	36.894	10.207
18110		18.723	36.761	10.17
18111		18.794	37.366	10.288
18112		4.139	6.072	3.728
18113		3.13	4.577	2.814
18114		3.391	1.739	0.533
18115		0.02	0.872	0.024
18116	ENSG00000153904	7.049	33.607	44.485
18117		5.608	11.433	8.843
18118		4.459	11.018	5.076
18119	ENSG00000168209	4.352	2.271	3.873
18120		0.295	0.702	2.489
18121		4.076	2.003	3.667
18122		3.774	1.84	3.45
18123		1.901	13.842	5.721
18124		7.255	15.651	13.41
18125		0	0	0
18126		0	0	0
18127		17.533	17.867	13.265
18128		0.024	0.149	0.03
18129		3.605	6.662	4.038
18130		1.819	2.182	1.969
18131	ENSG00000174243	7.852	11.319	7.838
18132		6.618	6.824	7.153
18133		0.883	0.913	1.532
18134		0	0	0
18135		9.441	11	4.515
18136		1.87	4.43	1.965
18137		0.912	0.833	0.744
18138		4.45	3.119	5.396
18139		1.301	1.647	1.28
18140		10.55	3.604	6.447
18141		1.516	0.989	1.79
18142		1.393	0.651	1.545
18143		1.477	0.947	1.736
18144	ENSG00000140995	0.25	0.926	0.353
18145		0	0	0
18146		0	0	0
18147	ENSG00000239839	0	0	0
18148		0	0	0
18149		0	0	0
18150		0	0	0
18151		0	0.288	0.07
18152	ENSG00000203970	0	0	0
18153	ENSG00000204548	0	0	0
18154	ENSG00000125788	0	0	0
18155	ENSG00000185982	0	0	0
18156	ENSG00000168350	0	0.027	0.066
18157		36.29	18.965	20.627
18158		1.257	3.781	2.586
18159		2.019	4.279	1.965
18160		1.164	1.803	1.162
18161		4.466	6.089	4.239
18162		4.384	5.976	4.175
18163		0.104	0.076	0.021
18164		0.154	0.121	0.056
18165		0	0.082	0.176
18166		0.015	0.076	0.163
18167		0.525	0.859	0.732
18168		0.336	1.014	0.565
18169	ENSG00000121690	0.276	0.367	3.37
18170		4.706	3.26	3.273
18171		0.054	0.024	0.012
18172		0.052	0.024	0.012
18173	ENSG00000140543	0.422	0.565	0.553
18174	ENSG00000140543	0.41	0.567	0.547
18175		0.265	0.225	0.637
18176		1.591	3.317	2.307
18177		0	0	0
18178		0.232	0.092	0.175
18179		0.456	0.216	0.106
18180		1.914	1.65	0.639
18181		1.853	1.598	0.632
18182		1.387	3.196	0.298
18183		1.369	3.154	0.3
18184		1.605	7.162	0.764
18185		0.16	1.502	0.209
18186		1.589	1.335	1.096
18187		1.875	15.86	3.751
18188		0	0.035	0.326
18189		0.806	2.194	1.266
18190		0.049	0.335	0.222
18191		0	0.045	0.253
18192		1.653	1.239	7.128
18193	ENSG00000184544	2.042	0	0
18194		2.337	1.111	0.013
18195		1.055	1.138	3.697
18196		3.195	4.03	3.794
18197		4.751	3.609	5.496
18198		2.252	5.359	2.041
18199		6.076	8.373	5.992
18200		0.264	0.565	0.702
18201		4.048	8.497	5.745
18202		12.531	6.236	16.014
18203		3.82	2.565	1.647
18204		0.3	0.014	0.38
18205		2.634	3.051	3.539
18206	ENSG00000211448	2.456	7.238	0.814
18207	ENSG00000197406	0.479	0.108	0.044
18208		0.6	0.701	0.591
18209	ENSG00000165023	0.023	25.232	0.153
18210		2.536	1.442	1.872
18211		1.47	4.871	2.388
18212		0	0	0
18213		0.151	0.068	0.067
18214		0.025	0.067	0.024
18215		0	0	0
18216		0.014	0.028	0.027
18217		0	0	0
18218		0.013	0.027	0.027
18219		0.013	0.027	0.026
18220		0	0	0
18221	ENSG00000140323	0.019	0.286	0
18222		0.127	0.198	0.049
18223		0.069	0.046	0
18224		0.243	1.759	1.562
18225		0	0	0
18226		19.775	9.874	9.471
18227		1.374	0.767	1.32
18228		15.816	20.887	15.292
18229		0.151	6.201	0.189
18230		2.758	4.958	1.577
18231	ENSG00000126787	0.199	0.038	0.068
18232	ENSG00000126787	0.194	0.049	0.066
18233		0.061	0.396	0.061
18234	ENSG00000198719	0.355	0.24	0.415
18235	ENSG00000090932	0	0.095	0
18236		0.069	0.447	0.178
18237	ENSG00000108813	0	0	0
18238		1.2	1.147	0.994
18239		0	0.005	0
18240		11.057	3.621	1.47
18241		9.744	3.133	1.21
18242		15.317	3.564	1.05
18243		0.191	1.323	0.673
18244		0.187	1.291	0.743
18245		0.212	0.98	0.508
18246		0	0	0
18247	ENSG00000173253	0.014	0.356	3.757
18248	ENSG00000142700	0	0.024	0.006
18249		0	0	0
18250		5.854	8.302	9.504
18251		0.036	1.391	0.018
18252		9.25	9.956	7.408
18253		6.316	16.785	7.428
18254		6.48	6.617	6.405
18255		0	0.1	0
18256	ENSG00000069345	44.256	45.174	27.477
18257		120.582	34.014	5.845
18258		2.81	3.08	3.432
18259		0	0.061	0.049
18260		2.549	6.292	3.596
18261		51.309	20.8	11.272
18262		2.781	13.222	1.771
18263		5.412	4.928	4.434
18264		3.839	3.291	4.521
18265	ENSG00000177692	1.472	1.883	1.823
18266	ENSG00000102580	11.513	7.259	11.337
18267		0.577	25.455	1.141
18268	ENSG00000168259	24.045	37.828	19.596
18269		0.054	0.171	1.772
18270		0.538	0.83	0.305
18271		8.215	11.432	6.465
18272	ENSG00000256530	0.176	0.119	0.343
18273		8.6	5.621	9.237
18274		0.388	22.536	0.825
18275		2.462	3.411	1.861
18276		0.042	0.171	0.146
18277		0	0.022	0.174
18278		0	0.022	0.174
18279	ENSG00000107447	0	0	0
18280		9.932	6.846	5.975
18281	ENSG00000187939	0.424	3.184	0.486
18282	ENSG00000150760	2.645	4.013	5.556
18283		2.589	1.992	2.559
18284		0.471	9.957	0.115
18285		2.71	6.383	3.434
18286		4.512	8.715	2.993
18287	ENSG00000129932	1.111	4.496	1.972
18288		0.464	0.461	0.275
18289		0.706	0.043	0.241
18290		3.549	9.219	0.9
18291		0.007	0	0
18292		0.428	0.833	0.743
18293		0.563	1.382	0.524
18294		0.896	0.672	1.16
18295	ENSG00000108963	0.476	0.552	0.752
18296		0.017	5.076	0.042
18297		0.016	17.512	0.699
18298		0.611	0.68	0.94
18299		5.776	8.547	4.929
18300	ENSG00000204595	0	0	0
18301		0.084	0.228	0.39
18302	ENSG00000143196	14.001	0.2	1.502
18303		6.452	6.611	6.373
18304		3.705	13.356	5.168
18305		2.557	1.551	1.522
18306		0	0	0
18307	ENSG00000117505	6.398	5.717	5.572
18308	ENSG00000156171	2.184	1.828	2.979
18309		26.069	22.266	12.244
18310	ENSG00000184845	0.017	2.325	0.016
18311		0	0.025	0
18312		8.463	1.9	4.514
18313		0.017	0	0
18314	ENSG00000198054	0.023	0	0
18315		0.041	0	0
18316	ENSG00000134760	0.14	0.042	0
18317	ENSG00000175065	0	0	0
18318		0.464	0.924	0.443
18319		0.406	0.809	0.379
18320		43.738	44.237	11.002
18321		348.239	133.178	126.707
18322		0.877	3.914	1.634
18323		14.046	24.584	0.604
18324		1.091	12.18	0.252
18325		1.099	1.213	1.194
18326	ENSG00000135144	0.215	1.314	0.434
18327		0.111	0.084	0.069
18328		0.106	0.081	0.066
18329		3.585	2.746	3.247
18330	ENSG00000137857	0.102	0.249	0.193
18331	ENSG00000137857	0.099	0.24	0.186
18332		0	0	0
18333		0	0	0
18334		0	0	0
18335		0.11	0.16	1.034
18336		0.094	0.137	0.831
18337	ENSG00000162999	0.891	0.96	0.658
18338	ENSG00000158050	0.077	0.045	0.099
18339		0.132	0.073	0.036
18340	ENSG00000120875	0.28	0.234	0.033
18341		1.933	2.287	0.74
18342	ENSG00000128951	1.661	1.314	1.949
18343		0	0	0
18344		6.198	3.9	4.249
18345		1.63	2.064	2.22
18346		31.144	24.81	22.793
18347		4.313	4.772	4.155
18348		1.345	11.63	0.142
18349		1.322	11.435	0.14
18350		11.858	16.245	5.904
18351		1.739	3.908	4.725
18352		4.16	12.684	10.703
18353	ENSG00000121083	53.194	82.725	50.239
18354		2.736	2.944	4.935
18355		0.548	0.742	0.499
18356		1.755	0.909	0.933
18357	ENSG00000135636	4.478	0.655	1.49
18358	ENSG00000135636	4.464	0.652	1.485
18359	ENSG00000135636	4.447	0.65	1.479
18360	ENSG00000135636	4.405	0.644	1.465
18361	ENSG00000135636	4.301	0.627	1.427
18362		0.291	1.352	2.244
18363		0.277	1.807	2.24
18364		0.853	3.222	3.146
18365		0.187	0.152	0.626
18366		0.353	0.526	0.9
18367		0.323	0.481	0.824
18368		0.075	0.053	0.026
18369		0.892	0.112	0.035
18370		1.48	1.894	5.526
18371	ENSG00000103356	0.692	1.272	1.118
18372		4.067	4.502	4.034
18373		2.121	0.374	0.879
18374	ENSG00000117395	7.788	12.056	12.013
18375		2.209	4.219	3.483
18376		0.027	0.827	0.011
18377	ENSG00000104823	46.583	7.74	25.587
18378		9.195	13.566	17.176
18379		0.333	0.613	1.878
18380		10.527	0.733	13.317
18381	ENSG00000127884	11.166	12.174	43.22
18382	ENSG00000143369	2.644	1.149	0.761
18383		1.224	3.991	3.913
18384		1.174	3.827	3.752
18385	ENSG00000179151	0.812	1.268	1.098
18386	ENSG00000078401	0.836	2.242	0.964
18387	ENSG00000127129	0	0	0
18388		0.016	0.79	0.008
18389		0.014	0.723	0.007
18390		0.014	0.714	0.007
18391		2.662	0.496	0.791
18392		14.279	12.073	9.042
18393		134.533	82.015	192.004
18394		7.094	8.269	12.173
18395		70.086	43.691	56.421
18396		36.383	10.959	20.853
18397		0.035	0.548	0.009
18398		0	0.033	0
18399		7.175	15.001	6.868
18400		0.865	2.076	0.825
18401		1.996	4.057	1.976
18402		0	0	0.024
18403		0.041	0.021	0.051
18404		0.287	0.027	0.073
18405		95.305	15.932	15.802
18406		0.511	1.1	1.199
18407		11.996	30.388	48.118
18408		9.597	24.441	38.611
18409	ENSG00000108947	0.006	2.331	0.063
18410		8.328	18.508	7.468
18411		0.247	5.324	0.109
18412		0.299	0.498	0.089
18413		8.543	3.044	3.893
18414	ENSG00000171570	0.964	1.705	0.63
18415	ENSG00000171570	0.938	1.66	0.613
18416		0.481	0.421	0.359
18417		0.36	0.306	0.274
18418		4.251	11.776	5.822
18419		29.852	5.596	4.675
18420		0.129	0.262	7.284
18421		1.86	0.916	23.34
18422		1.023	4.441	1.612
18423		1.022	4.44	1.611
18424	ENSG00000176401	0.33	1.402	0.199
18425		6.444	11.435	10.426
18426		0.017	0	0.017
18427		1.275	2.011	1.043
18428		1.103	1.862	1.004
18429		2.463	2.375	1.522
18430	ENSG00000125977	36.162	24.324	22.525
18431	ENSG00000196936	0	0	0
18432		0	0	0
18433		0	0.012	0
18434		0	0	0
18435		37.638	16.038	23.64
18436		50.852	33.254	29.433
18437		35.434	26.157	23.377
18438		2.559	4.955	3.592
18439		17.145	28.051	28.115
18440		70.444	49.834	55.765
18441		2.334	2.901	2.75
18442		0.929	1.258	3.968
18443	ENSG00000141642	0.15	0.56	0.415
18444		14.899	4.175	11.485
18445		7.467	6.464	5.427
18446		2.285	0.023	8.029
18447	ENSG00000166897	0.007	2.012	0.042
18448		0.467	1.507	0.413
18449		13.931	6.655	2.689
18450		1.365	4.818	1.591
18451		0	0.06	0.185
18452		0.81	14.973	0.496
18453		0.684	1.071	0.712
18454		0.672	1.051	0.699
18455		3.562	0.505	0.665
18456	ENSG00000119915	0.014	0	0
18457	ENSG00000182613	0	0	0
18458	ENSG00000169393	0	0	0
18459		5.882	3.132	1.016
18460		0.014	0	0.014
18461		3.981	4.659	3.712
18462		0	0.423	0.153
18463		0	1.021	0.21
18464		2.413	2.498	1.567
18465		0.018	0.097	0.018
18466		0.26	0.299	0.217
18467		0.253	0.291	0.211
18468		0.034	0.069	0.027
18469		0	0.242	0.737
18470		0.358	4.688	14.238
18471	ENSG00000163064	0.076	0.192	0.081
18472	ENSG00000149218	5.035	20.656	9.928
18473		0.006	4.248	0.123
18474		1.485	42.143	0.314
18475		3.582	27.354	6.269
18476		0.575	1.739	0.718
18477		2.676	0.69	59.201
18478		0.669	0.229	2.342
18479		2.157	29	10.186
18480		0.041	0.048	3.005
18481	ENSG00000112796	0.728	3.051	3.093
18482	ENSG00000182156	0	0	0.302
18483		1.562	2.02	1.626
18484		1.591	2.097	1.637
18485	ENSG00000054179	0.028	0.709	0.192
18486		0.763	1.742	0.792
18487	ENSG00000198018	0.676	0.452	1.294
18488		3.283	2.804	5.583
18489		3.13	2.703	5.348
18490		21.602	42.656	11.319
18491	ENSG00000255713	0	0	0
18492		0.335	1.202	0.628
18493		0.889	2.452	0.196
18494		3.7	11.628	4.656
18495		3.679	11.055	4.79
18496		3.568	10.79	4.553
18497		0.088	0.089	0
18498		0.827	0.365	0.564
18499		1.521	0.789	0.166
18500		0.102	0.599	0.714
18501		0.05	0.722	0.164
18502		2.246	3.743	6.21
18503		0.764	0.828	9.853
18504	ENSG00000172031	0	2.127	0.103
18505		0.832	0.69	0.174
18506	ENSG00000178567	2.394	3.163	2.363
18507		1.975	3.631	0.803
18508	ENSG00000130427	0	0	0.042
18509		9.548	22.629	7.497
18510		9.935	20.455	8.283
18511		0.017	0.12	0.312
18512		0.35	0.278	12.388
18513	ENSG00000198758	0	0	0
18514		7.788	3.04	6.492
18515	ENSG00000121053	0	0.056	0.007
18516	ENSG00000083782	0	0	0
18517		2.304	1.452	1.846
18518		2.048	1.19	2.665
18519		1.89	1.099	2.46
18520		16.247	26.369	21.072
18521		0.178	0.217	0.706
18522		2.284	6.762	4.822
18523		11.86	19.258	10.673
18524		0.457	0.782	0.614
18525		2.874	6.104	3.58
18526		1.414	1.547	1.503
18527		0.226	0.036	0.269
18528		0.841	1.359	1.2
18529		4.881	1.28	2.902
18530		0.732	0.82	1.104
18531		2.559	2.016	4.259
18532		1.113	1.044	2.859
18533		0	0	0.866
18534		0.289	0.21	0.764
18535		0.287	0.209	0.758
18536		0.053	0.093	0.143
18537		0.053	0	2.338
18538		0.051	0	2.25
18539		0.049	0	2.199
18540		0.049	0	2.192
18541		2.929	1.733	6.066
18542	ENSG00000123576	0	0	0
18543	ENSG00000143971	3.396	1.616	4.608
18544		0.307	0.494	4.717
18545		1.954	3.794	0.348
18546		1.99	3.852	0.345
18547	ENSG00000117036	0.559	0.549	0.426
18548	ENSG00000253831	0	0.038	0.009
18549		0.107	0.034	0.041
18550		1.403	1.382	1.408
18551	ENSG00000142459	0.469	1.532	0.621
18552	ENSG00000167880	0.003	0.052	1.83
18553		0	0	0.01
18554		24.763	24.146	25.259
18555		1.837	4.122	2.548
18556		0.032	0.066	0.026
18557		0.341	0.146	0.059
18558	ENSG00000090989	6.219	11.026	6.31
18559	ENSG00000184140	0	0	0
18560	ENSG00000130201	0.119	0.022	0.259
18561		5.336	7.435	4.453
18562		3.235	7.35	2.618
18563		4.969	7.446	5.059
18564		4.946	7.427	5.077
18565		4.825	7.279	4.983
18566		2.078	2.213	1.207
18567		5.472	7.032	7.635
18568		5.326	6.857	7.444
18569		2.311	5.457	2.594
18570		0.312	0.254	0.414
18571	ENSG00000077348	0.075	0.801	0.131
18572	ENSG00000075914	1.9	2.494	2.187
18573		1.521	1.381	1.312
18574		1.117	3.137	1.683
18575		1.91	1.764	0.096
18576		0.476	0.912	0.948
18577		2.711	0.269	1.042
18578		0	0.063	0
18579		83.986	52.545	125.383
18580		1.056	0.074	0.217
18581		1.926	0.949	6.361
18582		0.41	0.1	0.593
18583	ENSG00000165591	0.102	0.17	1.125
18584	ENSG00000145384	0.033	0	0.107
18585	ENSG00000169484	0	0	0
18586	ENSG00000168040	8.612	10.674	11.527
18587		11.623	20.756	3.759
18588		5.202	6.336	5.187
18589	ENSG00000144199	0.28	1.168	0.191
18590	ENSG00000135472	0.258	14.639	0.134
18591		0.272	0	0.072
18592	ENSG00000133193	2.517	2.375	1.721
18593		4.088	7.706	4.205
18594		4.073	7.677	4.189
18595		3.512	4.768	3.172
18596		1.494	0.643	1.273
18597		4.172	18.85	43.533
18598	ENSG00000129968	2.051	5.285	1.435
18599		1.72	0.902	2.986
18600		0.535	0.023	0.15
18601		0.168	0.455	0.584
18602		5.424	10.96	4.044
18603		0.08	0.276	0.309
18604		0.718	1.467	1.212
18605	ENSG00000123427	0.381	0.294	1.88
18606		2.817	3.211	2.578
18607		5.624	10.491	4.886
18608		3.7	6.909	3.283
18609		0.012	1.221	0.009
18610		7.067	6.806	4.983
18611		1.77	0.764	0.629
18612		2.023	1.774	2.081
18613		1.926	1.689	1.981
18614	ENSG00000176230	0	0	0
18615		0.031	1.872	0.035
18616		3.541	2.511	3.655
18617		1.807	2.647	3.239
18618	ENSG00000248893	0	0	0.016
18619		8.745	10.051	6.298
18620		0.691	5.087	0.396
18621		0.566	2.017	2.775
18622		0.503	1.794	2.51
18623		0	0	0.016
18624		0.427	0.867	1.006
18625		0	0	0
18626		0	0	0
18627		0.075	0.051	0.091
18628		0	0	0.015
18629		0.223	0.182	0.2
18630		0.587	0.944	1.088
18631		1.666	1.246	1.22
18632	ENSG00000143340	0.045	0.495	0.025
18633	ENSG00000196990	0	0.151	0
18634		0	0	0
18635		6.935	11.593	9.411
18636		0.027	0.083	0.067
18637		1.861	2.971	2.369
18638	ENSG00000185442	0.383	1.239	0.261
18639		1.566	1.598	2.149
18640	ENSG00000165660	3.178	4.939	3.972
18641	ENSG00000151327	13.813	11.745	7.724
18642	ENSG00000151327	12.401	10.555	6.947
18643		0.042	0.113	0.138
18644	ENSG00000175170	0	0	0
18645	ENSG00000175170	0	0.028	0
18646		0.108	1.539	0.036
18647		3.061	6.679	4.261
18648		2.817	5.926	4.025
18649		0.013	0.013	0.1
18650	ENSG00000177558	0	0	0
18651		1.01	1.054	1.045
18652	ENSG00000182974	0	0	0.02
18653		0.809	1.009	2.056
18654		0.168	0.484	0.605
18655		0.154	0.635	0.319
18656		0	0.111	0.099
18657	ENSG00000225663	0.585	1.445	0.66
18658		0.097	0.593	0.337
18659		19.694	5.466	2.582
18660		19.748	5.465	2.579
18661	ENSG00000198673	0.018	5.177	0.059
18662	ENSG00000184599	0	0.071	0
18663	ENSG00000183706	0	0	0
18664		5.61	6.979	3.462
18665	ENSG00000176925	0	0	0
18666	ENSG00000187918	0.099	0	0.039
18667		0.227	0.127	0.327
18668	ENSG00000176798	0	0	0
18669	ENSG00000184698	0	0	0.076
18670	ENSG00000182368	0	0	0
18671	ENSG00000165874	0	0	0.011
18672		0.586	0.421	0.838
18673		0.075	0.336	1.794
18674		0.067	0.301	1.608
18675		21.509	30.646	18.06
18676		0.099	0.201	0.087
18677	ENSG00000185112	0.883	0.277	0.301
18678	ENSG00000183114	0.116	0.338	0.014
18679	ENSG00000183508	2.216	0.265	2.587
18680		0	0	0
18681		0.021	0.014	0.049
18682		0.135	0	0.238
18683		12.552	5.877	5.336
18684		2.586	1.124	0.913
18685	ENSG00000137634	0.026	0.035	0.051
18686		0.391	1.059	0.245
18687		0	0	0
18688	ENSG00000157833	0.143	0.774	0.098
18689	ENSG00000143409	1.191	1.638	2.873
18690	ENSG00000143409	1.195	1.708	2.56
18691	ENSG00000129195	0	0	0
18692		1.036	4.342	0.576
18693	ENSG00000167360	0.02	0	0.194
18694		0.034	0.731	0.187
18695		0.402	2.876	0
18696		0.016	0.066	0.032
18697		0.032	0.022	0.106
18698	ENSG00000248953	0	0	0
18699	ENSG00000255307	0	0	0
18700	ENSG00000185775	0	0.009	0
18701	ENSG00000234734	0	0	0
18702		0	0.06	0
18703		1.614	2.272	2.23
18704		1.491	1.479	0.13
18705		1.814	5.016	4.135
18706		11.889	4.167	8.036
18707	ENSG00000105523	0	0.038	0.009
18708	ENSG00000133477	0.099	0	0.125
18709		0.003	0.047	0.186
18710	ENSG00000118894	0.212	0.064	0.273
18711		0.214	0.326	0.55
18712		0.212	0.323	0.562
18713	ENSG00000182118	0.796	2.555	0.78
18714		2.177	2.548	3.115
18715		0	0	0
18716		1.145	2.206	2.058
18717	ENSG00000166797	8.399	4.927	9.186
18718	ENSG00000171262	8.873	14.073	7.79
18719		0.146	0.981	0.378
18720		0	0	0
18721		0.382	0.099	0.658
18722		0.095	0.178	0.254
18723	ENSG00000112039	0.27	0.267	0.131
18724		2.429	4.218	2.609
18725		0.127	1.176	2.442
18726		0.835	1.205	0.311
18727		3.191	4.296	3.123
18728	ENSG00000215251	6.212	3.428	5.77
18729		0.018	0.289	0.071
18730		0.315	8.192	0.197
18731		0	0	0
18732		0.333	0.54	0.451
18733		0.484	0.023	0.172
18734		2.738	1.54	0.754
18735		2.315	0.491	0.081
18736		0.421	0.499	14.912
18737		0.269	0.644	0.66
18738		0.039	0.112	0.086
18739		0.25	1.837	0.41
18740	ENSG00000164616	0	0.355	0.715
18741		0.253	0.051	0.05
18742		13.98	17.337	24.549
18743	ENSG00000182325	0	0.044	0.032
18744		0.997	0.764	0.37
18745		0.228	0.638	0.43
18746	ENSG00000221996	0	0	0
18747	ENSG00000141665	0.011	0.66	0.248
18748		0.532	0.499	0.845
18749		0.074	0.252	0.197
18750		1.23	1.715	0.925
18751		1.799	2.26	1.229
18752	ENSG00000118496	4.2	4.359	2.634
18753	ENSG00000183269	0	0	0
18754		25.915	10.921	1.487
18755	ENSG00000178974	2.496	5.3	4.159
18756	ENSG00000178974	2.303	4.649	3.811
18757	ENSG00000177294	0	0	0.033
18758		0.556	1.507	1.204
18759		0.218	1.275	0.512
18760		0.228	1.26	0.497
18761		0.193	0.19	0.105
18762	ENSG00000204952	0	0	0.016
18763		2.966	5.593	4.597
18764		0	0	13.859
18765		0	0	10.863
18766	ENSG00000186431	0.166	0.423	0.055
18767	ENSG00000186431	1.453	1.041	0.083
18768		27.064	10.642	4.361
18769		6.286	4.6	5.027
18770		0.668	3.413	0.145
18771		4.16	0.819	0.259
18772		9.41	7.65	0.586
18773	ENSG00000160339	0.04	0	0.079
18774		0.672	0.076	0.483
18775		0	0	0
18776		0.01	0.039	0.067
18777		0.074	0.3	0.178
18778		5.612	20.654	7.078
18779		0.094	0.084	0.29
18780		0.455	0.684	0.551
18781	ENSG00000066926	1.774	2.396	4.939
18782	ENSG00000066926	1.77	2.39	4.927
18783		1.557	1.055	0.921
18784		0.322	0.449	3.243
18785	ENSG00000073712	16.171	9.455	9.115
18786	ENSG00000073712	16.069	9.396	9.058
18787		0.352	0.179	0.095
18788		0.527	0.214	0.12
18789		0.469	0.245	0.107
18790	ENSG00000181616	0.039	0	0.135
18791		0.01	0.388	0.019
18792		0.009	0.36	0.018
18793		3.592	4.217	4.999
18794		6.876	42.8	15.505
18795		13.356	12.765	0.23
18796		0.305	5.554	0.623
18797		0.331	5.708	0.763
18798	ENSG00000102466	0.672	1.964	0.116
18799		0.017	0.035	0.165
18800	ENSG00000107831	0.512	0.077	0.113
18801	ENSG00000107831	0.47	0.071	0.104
18802	ENSG00000102678	0.823	1.322	4.916
18803		5.943	3.114	2.448
18804		5.683	2.979	2.338
18805	ENSG00000180988	0	0	0
18806		0.269	12.13	9.214
18807		0.211	9.487	7.941
18808		0.187	8.792	7.109
18809		0.187	8.247	6.71
18810		0.198	4.603	2.126
18811		1.224	0.121	0.52
18812		1.07	0.155	0.443
18813		0.398	0.091	0.075
18814		0.64	5.066	1.549
18815		61.939	7.712	1.719
18816	ENSG00000183386	0.766	0.645	0.348
18817	ENSG00000176971	22.898	4.854	5.411
18818	ENSG00000183733	0	0	0
18819		0.661	1.032	0.763
18820		0.66	1.03	0.761
18821		0.029	0.134	0.802
18822		89.674	8.263	10.097
18823		74.902	6.809	8.269
18824		70.672	6.442	7.851
18825		17.883	38.167	15.296
18826	ENSG00000197296	3.036	0.712	1.393
18827	ENSG00000179431	0.146	0.395	0.173
18828	ENSG00000134285	1.07	1.366	0.446
18829	ENSG00000134285	0.908	3.881	0.696
18830		3.078	1.45	1.287
18831		6.238	4.649	5.242
18832		0.629	8.903	0.781
18833	ENSG00000181074	0	0	0.054
18834		0.132	0.075	0.168
18835		0	0	0.061
18836		0	0	0
18837	ENSG00000143520	0.008	0.021	0.012
18838		4.629	2.678	3.115
18839		0.464	0.478	0.546
18840	ENSG00000175485	0	0.079	0.116
18841		0.019	0.038	0.089
18842		0	0	0
18843		2.944	2.214	5.012
18844		0	0.137	0
18845		0	0	0.029
18846		0.025	0.103	0.208
18847	ENSG00000184478	0	0	0
18848		0.05	0.549	0.056
18849	ENSG00000181023	0	0.117	0
18850	ENSG00000172320	0	0	0
18851		0.232	0.334	0.609
18852		0.07	0.036	0.122
18853	ENSG00000181785	0	0	0
18854	ENSG00000186119	0	0	0
18855		0.012	0.097	0.083
18856		0.083	0.096	0.041
18857		2.797	0.401	2.774
18858		0.23	1.678	0.626
18859		0	0.183	0.389
18860		0.417	0.354	0.477
18861	ENSG00000181371	0	0	0
18862		0.536	2.228	0.822
18863	ENSG00000128591	71.786	0.646	0.228
18864	ENSG00000128591	71.02	0.639	0.225
18865		0.117	0.772	4.648
18866		9.173	3.142	4.222
18867		0.121	0.483	0.555
18868		0.149	0.067	0.358
18869		0.331	1.182	0.859
18870		1.327	1.894	0.215
18871		0.514	0.183	1.874
18872		0.51	0.182	1.859
18873		0.538	0.36	8.904
18874		0	0	0
18875		132.693	23.442	10.537
18876		106.61	18.613	8.685
18877		10.162	8.876	20.577
18878		0.171	0.307	0.144
18879	ENSG00000160097	1.165	0.856	0.077
18880		16.001	21.137	9.588
18881		1.876	0.477	0.3
18882		1.856	0.472	0.297
18883		0	0	0.57
18884		5.161	2.573	3.127
18885		0	0	0.012
18886		0.031	0	0
18887	ENSG00000170608	0	0	0
