ENSG_ID	HPA_heart	HPA_brain	HPA_kidney
11068	ENSG00000163806	0.2	0.4	0.4
11069	ENSG00000163807	12.9	14.5	11.3
11070	ENSG00000163808	0.4	1	0.3
11071	ENSG00000163810	0	0	0
11072	ENSG00000163811	7.2	9.8	10.9
11073	ENSG00000163812	25.1	20	33.9
11074	ENSG00000163814	0.1	0.5	2.1
11075	ENSG00000163815	64.1	14.1	47.7
11076	ENSG00000163817	0	0.6	1.5
11077	ENSG00000163818	8.5	21.4	18.6
11078	ENSG00000163820	51.3	2.6	10.1
11079	ENSG00000163823	1.9	5.7	5.4
11080	ENSG00000163825	0	0	0.1
11081	ENSG00000163827	36.5	2.9	4.4
11082	ENSG00000163832	15.8	18.5	20.6
11083	ENSG00000163833	67.2	0.4	0
11084	ENSG00000163840	5	4.8	6.4
11085	ENSG00000163848	12.2	9.6	11.3
11086	ENSG00000163864	8.1	3.9	7.6
11087	ENSG00000163866	27.8	20.7	31.9
11088	ENSG00000163867	8.6	7.8	8.4
11089	ENSG00000163870	10.9	10.5	16.4
11090	ENSG00000163872	5.1	12.9	5.6
11091	ENSG00000163873	0.5	10.8	0.1
11092	ENSG00000163874	2.9	0.6	3.6
11093	ENSG00000163875	35.5	47.9	34.2
11094	ENSG00000163877	2.8	3.4	3.6
11095	ENSG00000163879	4.1	8.7	16.1
11096	ENSG00000163882	23.5	24.1	46.8
11097	ENSG00000163884	10.9	7.1	18.8
11098	ENSG00000163885	0	0.3	0.4
11099	ENSG00000163888	0	17.8	0.1
11100	ENSG00000163898	1.3	0.6	5.2
11101	ENSG00000163900	6.9	9	13.4
11102	ENSG00000163902	58	45.1	86.3
11103	ENSG00000163904	17.1	22.9	14.6
11104	ENSG00000163909	22.1	2.2	5.3
11105	ENSG00000163913	11.6	11.7	13.9
11106	ENSG00000163914	0	0.1	0
11107	ENSG00000163915	0	0	0.2
11108	ENSG00000163918	8	8.7	6.8
11109	ENSG00000163923	6.1	4.8	3.1
11110	ENSG00000163930	23.7	42.4	29.8
11111	ENSG00000163931	19.8	58	55.3
11112	ENSG00000163932	10.6	9.2	19.6
11113	ENSG00000163933	6.8	7.4	8.5
11114	ENSG00000163935	6.3	2.9	6.6
11115	ENSG00000163938	23.4	26.8	20.5
11116	ENSG00000163939	14.2	11.1	9.9
11117	ENSG00000163945	2.1	3.6	3.7
11118	ENSG00000163946	11.1	17.2	19.8
11119	ENSG00000163947	10.4	25.5	24.8
11120	ENSG00000163950	13.4	31.9	31.2
11121	ENSG00000163956	142.7	66.5	127.4
11122	ENSG00000163958	0	0.2	0.1
11123	ENSG00000163959	3.3	1.8	9.7
11124	ENSG00000163960	5.5	9.2	7
11125	ENSG00000163961	4.4	5.3	4
11126	ENSG00000163964	10.8	20.7	12.6
11127	ENSG00000163975	2.9	3.7	8.2
11128	ENSG00000163982	0	0	0
11129	ENSG00000163993	2	0.5	1
11130	ENSG00000163995	8.5	15.9	3.4
11131	ENSG00000164002	3.1	3.5	4.7
11132	ENSG00000164007	0	0	21.9
11133	ENSG00000164008	8.9	8.8	11.1
11134	ENSG00000164010	3.5	4.7	6.9
11135	ENSG00000164011	6	4.2	6.2
11136	ENSG00000164022	24.9	19.8	31.6
11137	ENSG00000164023	8.7	2.1	14.2
11138	ENSG00000164024	33.7	12.8	22.7
11139	ENSG00000164031	6.4	19.7	13.4
11140	ENSG00000164032	47.8	76.1	79.1
11141	ENSG00000164035	44	3.3	73.2
11142	ENSG00000164037	0.5	1.5	0.8
11143	ENSG00000164038	3.4	27.2	1.1
11144	ENSG00000164039	16.3	12.4	109.1
11145	ENSG00000164040	41.5	33.2	78.3
11146	ENSG00000164045	0.4	0.6	0.7
11147	ENSG00000164047	0.3	0	0.1
11148	ENSG00000164048	4.1	6.7	5.5
11149	ENSG00000164049	0	0.3	0.1
11150	ENSG00000164050	15	59.9	56.1
11151	ENSG00000164051	9.2	5.8	13.4
11152	ENSG00000164053	2.7	2.9	3.5
11153	ENSG00000164054	38.4	36.2	41.9
11154	ENSG00000164056	24.5	5.2	18.8
11155	ENSG00000164061	0.1	15.1	0.3
11156	ENSG00000164062	53.2	36.1	104
11157	ENSG00000164066	4.1	4.4	3.3
11158	ENSG00000164068	17.7	12.2	13.1
11159	ENSG00000164070	5.9	9.1	13
11160	ENSG00000164073	4.2	7.1	7.1
11161	ENSG00000164074	15.8	4	6.9
11162	ENSG00000164076	0	59.3	0
11163	ENSG00000164077	2.7	6.8	6.1
11164	ENSG00000164078	1.4	0.4	0.9
11165	ENSG00000164080	2.8	4	3.7
11166	ENSG00000164081	30.1	19.2	64.5
11167	ENSG00000164082	0.5	5.4	0.1
11168	ENSG00000164086	10.4	15.7	5.9
11169	ENSG00000164087	0.8	2	1.3
11170	ENSG00000164088	12	10	9.7
11171	ENSG00000164089	3.3	79	7.2
11172	ENSG00000164091	36.4	46.6	25
11173	ENSG00000164093	5.7	0	1
11174	ENSG00000164096	62.3	69.6	97.1
11175	ENSG00000164099	0	1.4	1.4
11176	ENSG00000164100	0	2.2	0.4
11177	ENSG00000164104	68	31.1	47.9
11178	ENSG00000164105	5.6	7.1	2.6
11179	ENSG00000164106	6	76.9	0.2
11180	ENSG00000164107	50	0	0.1
11181	ENSG00000164109	2.2	3.4	2.4
11182	ENSG00000164111	143	82.6	125.8
11183	ENSG00000164112	0.2	23.1	0.1
11184	ENSG00000164113	0	0	0
11185	ENSG00000164114	5.4	16.7	9
11186	ENSG00000164116	29.7	14.4	16
11187	ENSG00000164117	19.3	10.7	21.3
11188	ENSG00000164118	7.6	7	6.4
11189	ENSG00000164120	1.6	0.6	57.5
11190	ENSG00000164122	2.9	0.6	0.7
11191	ENSG00000164123	0	0.1	0
11192	ENSG00000164124	8.1	68.9	3.4
11193	ENSG00000164125	59.6	22.1	8.8
11194	ENSG00000164128	1.5	8.5	26.8
11195	ENSG00000164129	0.5	2.1	3.7
11196	ENSG00000164134	10.1	9.7	7.6
11197	ENSG00000164136	8.4	0.7	4.6
11198	ENSG00000164142	6.1	0.1	4.9
11199	ENSG00000164144	11.7	10.9	20.4
11200	ENSG00000164151	6.9	11.3	10.7
11201	ENSG00000164161	0.3	8	1.4
11202	ENSG00000164162	16.7	10.3	13.1
11203	ENSG00000164163	16.9	20.2	15.4
11204	ENSG00000164164	6	8.6	9.5
11205	ENSG00000164167	10.7	16.5	25.9
11206	ENSG00000164168	12	15.8	20.4
11207	ENSG00000164169	4.1	5.2	7.6
11208	ENSG00000164171	0.9	1.7	9.5
11209	ENSG00000164172	64.8	50.8	74.8
11210	ENSG00000164175	0.3	0.1	0.2
11211	ENSG00000164176	19.4	81.5	10.8
11212	ENSG00000164180	4.3	7.6	8.2
11213	ENSG00000164181	0.5	7.5	14.7
11214	ENSG00000164182	29.8	11.9	19.2
11215	ENSG00000164185	0.1	0.1	0
11216	ENSG00000164187	4.9	15.9	6.9
11217	ENSG00000164188	1.1	18	19.4
11218	ENSG00000164190	8.6	11.7	12.4
11219	ENSG00000164197	5.5	8.4	7.4
11220	ENSG00000164199	0	21.2	3.9
11221	ENSG00000164209	27.8	32.8	28.8
11222	ENSG00000164211	13.4	22.3	8.2
11223	ENSG00000164219	5.4	5.1	7.6
11224	ENSG00000164220	1.4	0.2	0.2
11225	ENSG00000164221	4.9	9.2	2.9
11226	ENSG00000164236	0.3	1.6	2.3
11227	ENSG00000164237	23.8	12.1	267.2
11228	ENSG00000164241	6.4	1.8	4.4
11229	ENSG00000164244	12.4	8.7	20.2
11230	ENSG00000164251	2	1.5	26.6
11231	ENSG00000164252	9	14.7	13.1
11232	ENSG00000164253	23.3	27.4	20.6
11233	ENSG00000164256	0	0	0
11234	ENSG00000164258	173.2	43.3	91.9
11235	ENSG00000164265	0.2	0.1	0
11236	ENSG00000164266	5.5	0.6	48.2
11237	ENSG00000164270	2.1	1.6	0
11238	ENSG00000164283	2.6	0.7	16.9
11239	ENSG00000164284	5.2	5.2	5.8
11240	ENSG00000164287	0	0	0.9
11241	ENSG00000164291	2.2	2.6	5.5
11242	ENSG00000164292	25.5	38	23.8
11243	ENSG00000164294	12.5	0.7	8
11244	ENSG00000164296	1.9	3	3.4
11245	ENSG00000164299	0	0	0
11246	ENSG00000164300	3.5	22.5	6
11247	ENSG00000164303	0.2	5.1	26.2
11248	ENSG00000164304	0	0	0.1
11249	ENSG00000164305	11.3	13	8.4
11250	ENSG00000164306	8.3	6.3	7.1
11251	ENSG00000164307	13.7	11.5	13.9
11252	ENSG00000164308	6.3	2.9	16
11253	ENSG00000164309	155.7	1.1	4.9
11254	ENSG00000164318	7.5	0.7	3.1
11255	ENSG00000164323	8.1	15.5	17
11256	ENSG00000164325	0	0	101.2
11257	ENSG00000164326	0	9.8	0
11258	ENSG00000164327	8.4	8.1	7.4
11259	ENSG00000164329	13.8	12.6	18.6
11260	ENSG00000164330	5.5	2.1	3.3
11261	ENSG00000164331	9.6	15	11.5
11262	ENSG00000164332	12.4	26.6	15.1
11263	ENSG00000164334	0	0	0
11264	ENSG00000164338	3.8	4.2	4.7
11265	ENSG00000164342	2.2	2.5	7.4
11266	ENSG00000164344	1	0.5	2.9
11267	ENSG00000164346	31.4	19.2	41.3
11268	ENSG00000164347	25.9	14.5	17.7
11269	ENSG00000164362	0	0.1	0
11270	ENSG00000164363	0	0	10.2
11271	ENSG00000164366	4.4	4.7	3.4
11272	ENSG00000164379	0	2.1	4.9
11273	ENSG00000164385	0.1	0.2	0.1
11274	ENSG00000164393	0.2	0	0.1
11275	ENSG00000164398	1.8	41.7	2.2
11276	ENSG00000164399	0	0	0
11277	ENSG00000164400	0	0	0
11278	ENSG00000164402	25	144	24.5
11279	ENSG00000164403	2.8	4.5	3.7
11280	ENSG00000164404	0.3	1	1
11281	ENSG00000164405	368.3	97	219.3
11282	ENSG00000164406	0.9	1	5.2
11283	ENSG00000164411	0.1	0	0
11284	ENSG00000164414	12.9	14.2	17.7
11285	ENSG00000164418	5.7	16.8	0.8
11286	ENSG00000164430	0.8	0.8	0.8
11287	ENSG00000164434	0.1	55.4	0.8
11288	ENSG00000164438	0	0	0
11289	ENSG00000164440	60.8	0.7	0.2
11290	ENSG00000164442	35	12	57.7
11291	ENSG00000164451	0.2	0	0.2
11292	ENSG00000164458	0	0	0
11293	ENSG00000164463	9.6	7.1	12.8
11294	ENSG00000164465	3.6	3.6	4.4
11295	ENSG00000164466	13.7	31.4	49
11296	ENSG00000164483	0.8	0.2	1.1
11297	ENSG00000164484	0.5	2.7	10.6
11298	ENSG00000164485	0	0	0
11299	ENSG00000164488	0.9	0.6	2.5
11300	ENSG00000164494	22.8	5.3	21.4
11301	ENSG00000164500	0	0	0
11302	ENSG00000164506	3.8	16.3	2.8
11303	ENSG00000164508	0	0	0.1
11304	ENSG00000164509	0.1	0	0.1
11305	ENSG00000164512	0.1	1.1	0.4
11306	ENSG00000164520	0.4	0.1	1.7
11307	ENSG00000164530	58.6	5.1	1.5
11308	ENSG00000164532	26.4	0	0
11309	ENSG00000164535	3.1	11.9	5.1
11310	ENSG00000164542	1.6	5.9	10
11311	ENSG00000164543	11.7	12.1	9.8
11312	ENSG00000164548	23.6	36.9	34.4
11313	ENSG00000164556	0	0	0
11314	ENSG00000164574	11.3	11.4	15.6
11315	ENSG00000164576	9.3	12.8	17.5
11316	ENSG00000164587	461.3	202.7	377.3
11317	ENSG00000164588	2.6	11.9	0
11318	ENSG00000164591	6.6	0.7	0.4
11319	ENSG00000164597	39.2	17.1	16.8
11320	ENSG00000164600	0	10.8	0
11321	ENSG00000164603	18.5	6.1	5.2
11322	ENSG00000164604	1.7	8.8	0.4
11323	ENSG00000164609	24.8	36.9	28.8
11324	ENSG00000164610	13.8	7.6	8.4
11325	ENSG00000164611	1.6	3.8	1.3
11326	ENSG00000164615	17.6	40.3	24.8
11327	ENSG00000164619	2.2	9.9	0.3
11328	ENSG00000164620	0.4	8.1	2.5
11329	ENSG00000164626	0.5	0	24.8
11330	ENSG00000164627	0.3	4.6	2.1
11331	ENSG00000164631	7.2	7.8	8.5
11332	ENSG00000164638	0.9	6.4	2.4
11333	ENSG00000164645	0	0	0
11334	ENSG00000164647	1.2	1.9	5
11335	ENSG00000164649	23.6	5.6	3.2
11336	ENSG00000164651	0	0.1	0
11337	ENSG00000164654	9.8	9	12.8
11338	ENSG00000164659	6.2	18.3	3.8
11339	ENSG00000164663	0.9	4.2	1.3
11340	ENSG00000164674	5.1	1.3	2.9
11341	ENSG00000164675	0.1	0.4	2.9
11342	ENSG00000164683	11.1	53.1	2.9
11343	ENSG00000164684	11.2	6.8	11.1
11344	ENSG00000164687	15.6	12.4	2.1
11345	ENSG00000164690	0	0.4	3.6
11346	ENSG00000164691	1.2	3.2	0.7
11347	ENSG00000164692	184.9	10.8	37.6
11348	ENSG00000164694	2.9	0.1	0.7
11349	ENSG00000164695	2.7	0.2	10.7
11350	ENSG00000164707	0.6	1.1	0.4
11351	ENSG00000164708	541.8	5.5	5.7
11352	ENSG00000164713	102.6	33.9	120
11353	ENSG00000164715	9.6	15.7	7.3
11354	ENSG00000164729	0	0	0
11355	ENSG00000164733	378.6	248.5	531
11356	ENSG00000164736	2.6	0.9	2.2
11357	ENSG00000164741	13.2	10	12
11358	ENSG00000164742	2.3	19.7	1.2
11359	ENSG00000164743	1.1	1	1.2
11360	ENSG00000164744	0.2	0.2	0.1
11361	ENSG00000164746	0.1	0.1	0.1
11362	ENSG00000164749	0	0.6	17.3
11363	ENSG00000164751	31	28.9	50.3
11364	ENSG00000164754	65.5	67.5	53.3
11365	ENSG00000164756	0.2	0.2	4.9
11366	ENSG00000164758	6.3	5.5	7.4
11367	ENSG00000164761	6.8	1.4	31.6
11368	ENSG00000164764	1.6	0.7	9.4
11369	ENSG00000164776	14.8	10.4	0.6
11370	ENSG00000164778	0	0.1	0.1
11371	ENSG00000164794	0	13.3	0.1
11372	ENSG00000164796	0	5.9	0.1
11373	ENSG00000164808	16.6	30.8	14
11374	ENSG00000164815	5.3	8.7	8.1
11375	ENSG00000164816	0	0.1	0
11376	ENSG00000164818	9.8	4.1	9.8
11377	ENSG00000164821	0.1	0	0
11378	ENSG00000164822	0	0	0
11379	ENSG00000164823	9.5	16.2	12.6
11380	ENSG00000164825	0.1	0.6	662.2
11381	ENSG00000164828	98.7	38	47.1
11382	ENSG00000164830	20.6	60.4	24.6
11383	ENSG00000164841	2	3.7	0.2
11384	ENSG00000164849	6.3	4.7	5.5
11385	ENSG00000164850	1.7	3.7	4.6
11386	ENSG00000164853	0	0	0.4
11387	ENSG00000164855	0.2	0.1	5.5
11388	ENSG00000164867	7.3	1.9	4.7
11389	ENSG00000164871	0	0	0
11390	ENSG00000164877	4.4	8.6	5.6
11391	ENSG00000164879	15.2	0.4	1.5
11392	ENSG00000164880	12.1	15.8	18.7
11393	ENSG00000164885	4.6	23.3	10.1
11394	ENSG00000164889	20.6	11.4	33.6
11395	ENSG00000164893	0	0	20.6
11396	ENSG00000164896	44.3	21.5	31.6
11397	ENSG00000164897	11.8	10	24.4
11398	ENSG00000164898	21.4	10.2	24.5
11399	ENSG00000164900	0	0	0
11400	ENSG00000164902	19.8	42	29.9
11401	ENSG00000164904	40.4	45.1	143.6
11402	ENSG00000164916	3.4	6.7	4.1
11403	ENSG00000164919	653.6	243.7	247.6
11404	ENSG00000164920	2.7	0.1	1.2
11405	ENSG00000164924	86.1	267.7	112.4
11406	ENSG00000164929	3	148.6	2
11407	ENSG00000164930	8.1	2.7	14.2
11408	ENSG00000164932	6.8	2.7	1.5
11409	ENSG00000164933	9.5	12.4	9.7
11410	ENSG00000164934	12.5	11.2	23.5
11411	ENSG00000164935	0	0.7	0.2
11412	ENSG00000164938	8.6	4.8	9.8
11413	ENSG00000164941	14.1	10.1	10.1
11414	ENSG00000164944	10.6	10.2	12.1
11415	ENSG00000164946	4.6	1.5	11
11416	ENSG00000164949	24.6	5.3	13.7
11417	ENSG00000164951	36	41.6	10.2
11418	ENSG00000164953	21.4	4.4	6.6
11419	ENSG00000164961	13	15.3	19.9
11420	ENSG00000164967	27.5	10.3	20.4
11421	ENSG00000164970	10.5	36.8	4.7
11422	ENSG00000164972	3.6	5.1	3.8
11423	ENSG00000164975	15	18.8	14.8
11424	ENSG00000164976	2.1	12.2	11.9
11425	ENSG00000164978	14	15.7	11
11426	ENSG00000164983	19.8	16.7	9.1
11427	ENSG00000164985	29.6	105.4	30.6
11428	ENSG00000164989	1.8	2.9	1.6
11429	ENSG00000165006	26.8	26.9	25
11430	ENSG00000165023	0	70.8	0.9
11431	ENSG00000165025	2.4	3.5	12.6
11432	ENSG00000165028	21.5	4.3	2.4
11433	ENSG00000165029	2.5	8.1	5.7
11434	ENSG00000165030	14.8	9.4	14.7
11435	ENSG00000165046	0.7	3.2	1.8
11436	ENSG00000165055	10	12.1	10.6
11437	ENSG00000165059	0	0	0
11438	ENSG00000165060	15.3	5.6	7.5
11439	ENSG00000165061	0.6	7.2	0.3
11440	ENSG00000165066	0	0.1	0
11441	ENSG00000165071	36.1	0.6	1.1
11442	ENSG00000165072	9.1	0.7	2.2
11443	ENSG00000165076	0	0	0
11444	ENSG00000165078	0	0	0.1
11445	ENSG00000165084	1.1	4.5	0.3
11446	ENSG00000165091	0.1	0.7	1.1
11447	ENSG00000165092	25.4	38.9	216.6
11448	ENSG00000165097	5.8	10.8	8
11449	ENSG00000165102	17	16.2	20.6
11450	ENSG00000165105	0.1	0.1	3.6
11451	ENSG00000165113	11.4	8.2	6.3
11452	ENSG00000165115	1.5	2.3	2.9
11453	ENSG00000165118	6.5	3.8	11.4
11454	ENSG00000165119	113.1	122.6	140.2
11455	ENSG00000165120	0	0	0
11456	ENSG00000165124	4.3	0.8	4.1
11457	ENSG00000165125	0.1	1.8	3.7
11458	ENSG00000165131	0	0.2	0.1
11459	ENSG00000165138	2.8	4.8	9.5
11460	ENSG00000165140	0.8	1.4	217.5
11461	ENSG00000165152	23.5	26.7	4.4
11462	ENSG00000165156	13.3	23.8	23
11463	ENSG00000165164	0	0.1	0.1
11464	ENSG00000165168	6.1	15.4	6.7
11465	ENSG00000165169	23.7	33.5	37.5
11466	ENSG00000165171	0.5	0.7	4.5
11467	ENSG00000165175	6.1	22.4	17.1
11468	ENSG00000165181	0	0	1.3
11469	ENSG00000165182	0.1	0.1	0.1
11470	ENSG00000165185	1	3.1	5.8
11471	ENSG00000165186	0.1	2.8	0
11472	ENSG00000165188	0.1	0.1	8.5
11473	ENSG00000165192	36.9	0	0.1
11474	ENSG00000165194	0.3	6.6	0.3
11475	ENSG00000165195	3	4.5	4.3
11476	ENSG00000165197	1.3	0.5	1.1
11477	ENSG00000165202	0	0.1	0
11478	ENSG00000165204	0	0	0
11479	ENSG00000165209	4.4	16	12.3
11480	ENSG00000165215	0	0.1	9.5
11481	ENSG00000165219	7.9	14.1	12.3
11482	ENSG00000165233	17	12.9	16.3
11483	ENSG00000165238	40.2	13.8	0.9
11484	ENSG00000165240	2.1	1.6	4.4
11485	ENSG00000165244	1.6	1.4	2.6
11486	ENSG00000165246	0.4	8.3	1.4
11487	ENSG00000165259	0.9	2.3	1.4
11488	ENSG00000165264	74.9	34.9	54.8
11489	ENSG00000165269	55.6	0.4	32
11490	ENSG00000165271	7	10	7.4
11491	ENSG00000165272	7.6	3.6	96.1
11492	ENSG00000165275	3.3	7.7	6.9
11493	ENSG00000165280	108.9	72.4	73.4
11494	ENSG00000165282	6.6	8.2	15.8
11495	ENSG00000165283	70.2	28.7	58.5
11496	ENSG00000165288	1.2	2.5	3
11497	ENSG00000165300	0.2	9.9	0.1
11498	ENSG00000165304	0.1	0.4	0.2
11499	ENSG00000165309	0.1	1.3	0.6
11500	ENSG00000165312	15.5	9.2	19.7
11501	ENSG00000165322	14	24.2	17.6
11502	ENSG00000165323	0.3	5	0.4
11503	ENSG00000165325	0.1	0.1	0.2
11504	ENSG00000165338	3.7	12.3	4.5
11505	ENSG00000165349	0	0.6	0
11506	ENSG00000165355	4.3	8.8	5.7
11507	ENSG00000165359	3.9	2.8	2.6
11508	ENSG00000165370	0	0.1	0
11509	ENSG00000165376	0	0.1	114.5
11510	ENSG00000165379	0.2	9.2	1.1
11511	ENSG00000165383	0.3	0	0
11512	ENSG00000165388	0.1	10.7	1.2
11513	ENSG00000165389	10.6	14.9	20.9
11514	ENSG00000165390	1.1	0.2	0.2
11515	ENSG00000165392	2.5	3	3.1
11516	ENSG00000165406	22	13.8	16.7
11517	ENSG00000165409	0.2	0.9	0.1
11518	ENSG00000165410	384.2	74.9	31.8
11519	ENSG00000165416	23.9	18.3	25
11520	ENSG00000165417	8.9	16.9	11.5
11521	ENSG00000165424	20.9	35.9	5.3
11522	ENSG00000165434	0.5	39.8	1.5
11523	ENSG00000165443	0.9	123.4	19.9
11524	ENSG00000165449	2.6	10.7	123.9
11525	ENSG00000165457	27.9	14.2	8.1
11526	ENSG00000165458	47.2	26.7	41.6
11527	ENSG00000165462	0	0	0
11528	ENSG00000165471	0	0	0
11529	ENSG00000165474	0.4	1.5	8.1
11530	ENSG00000165475	23.9	37.7	268.7
11531	ENSG00000165476	8.7	15.8	13.3
11532	ENSG00000165478	0.2	55	0.2
11533	ENSG00000165480	0.3	0.5	0.3
11534	ENSG00000165487	45.4	26.1	61.6
11535	ENSG00000165490	0.9	0.7	0.3
11536	ENSG00000165494	11.1	13	14.4
11537	ENSG00000165495	4.7	9.2	1.5
11538	ENSG00000165496	0	0	0
11539	ENSG00000165501	9.2	3.1	5.1
11540	ENSG00000165502	156.6	102.1	169.9
11541	ENSG00000165506	3.3	3.6	6.2
11542	ENSG00000165507	24.4	12.9	13.7
11543	ENSG00000165509	0	0.5	0
11544	ENSG00000165511	1.1	0.9	1
11545	ENSG00000165512	15.2	15.8	17.1
11546	ENSG00000165516	52.3	36.5	60.5
11547	ENSG00000165521	0.9	3.2	3
11548	ENSG00000165525	18.7	29.4	19.9
11549	ENSG00000165526	15	10.5	11.9
11550	ENSG00000165527	16	13.6	31.2
11551	ENSG00000165533	9.5	10.3	12.3
11552	ENSG00000165548	0	9.5	0.6
11553	ENSG00000165553	0	2.7	0
11554	ENSG00000165555	0.1	0.5	0.4
11555	ENSG00000165556	0	0	0.2
11556	ENSG00000165566	0	40.8	0
11557	ENSG00000165568	2.7	1.4	0.8
11558	ENSG00000165572	5.4	14.4	5.4
11559	ENSG00000165583	0	0	0
11560	ENSG00000165584	0	0	0
11561	ENSG00000165588	0	0	0
11562	ENSG00000165591	0.4	0.8	6.5
11563	ENSG00000165606	0	0.2	0
11564	ENSG00000165609	8.3	14.4	25.8
11565	ENSG00000165617	5.2	4.4	5.1
11566	ENSG00000165621	0.1	0.3	4.5
11567	ENSG00000165623	0.5	0	0
11568	ENSG00000165626	4.9	5.6	26.5
11569	ENSG00000165629	513.3	102.3	250.2
11570	ENSG00000165630	11.2	12.4	17.6
11571	ENSG00000165632	4.5	3.9	4.1
11572	ENSG00000165633	10.3	4.3	13.5
11573	ENSG00000165637	52.1	24.4	31.8
11574	ENSG00000165643	0	2.7	0
11575	ENSG00000165644	6.6	2	10.1
11576	ENSG00000165646	1.8	3.5	5.9
11577	ENSG00000165650	11.1	17.6	19.5
11578	ENSG00000165655	1.8	2.8	21.6
11579	ENSG00000165659	1.5	2.7	8.5
11580	ENSG00000165660	7.8	8.2	10.4
11581	ENSG00000165661	3.7	5.8	4.1
11582	ENSG00000165669	41.3	41	37.1
11583	ENSG00000165671	8.7	8.7	11.4
11584	ENSG00000165672	206.2	73.9	250.5
11585	ENSG00000165675	10.3	4.6	3.7
11586	ENSG00000165678	296.3	142.2	236.6
11587	ENSG00000165682	0.1	0	0
11588	ENSG00000165684	1.3	3.2	2.5
11589	ENSG00000165685	0	2	149
11590	ENSG00000165688	40	21.9	29.1
11591	ENSG00000165689	10.2	14	16.6
11592	ENSG00000165694	0.1	0	1.9
11593	ENSG00000165695	0.3	1.7	1.8
11594	ENSG00000165698	6.2	5.4	6.4
11595	ENSG00000165699	11.5	14	9.9
11596	ENSG00000165702	0.1	0.1	0
11597	ENSG00000165704	18.2	44.7	27
11598	ENSG00000165714	8.5	10	5
11599	ENSG00000165716	9.7	8.8	6.2
11600	ENSG00000165724	5.9	10	7.4
11601	ENSG00000165730	0.2	8.6	2.3
11602	ENSG00000165731	0.2	1.8	0.7
11603	ENSG00000165732	12.7	12.1	18.7
11604	ENSG00000165733	10.8	9.6	11.8
11605	ENSG00000165752	2.8	21.3	5.7
11606	ENSG00000165757	14.4	9.3	7.2
11607	ENSG00000165762	0	0	0
11608	ENSG00000165775	94	28.2	46.2
11609	ENSG00000165782	16.3	27	19
11610	ENSG00000165792	37.7	22.6	35.5
11611	ENSG00000165794	0.1	0.1	0.1
11612	ENSG00000165795	241.8	524.1	118.1
11613	ENSG00000165799	0.1	0	0
11614	ENSG00000165801	10.4	15.4	10.9
11615	ENSG00000165802	9.1	112.2	38.3
11616	ENSG00000165804	3.7	7.6	5.4
11617	ENSG00000165805	0	0.1	0
11618	ENSG00000165806	9.2	4.3	15.4
11619	ENSG00000165807	0.4	0.8	2.5
11620	ENSG00000165810	22.9	4.5	8.3
11621	ENSG00000165813	8.6	8.2	16.1
11622	ENSG00000165816	0	1.1	0.4
11623	ENSG00000165819	22.9	21.9	20.7
11624	ENSG00000165821	3.6	21.8	4.7
11625	ENSG00000165828	0.1	0.2	128.3
11626	ENSG00000165832	18.4	14.4	14.7
11627	ENSG00000165837	0.2	0.5	0.2
11628	ENSG00000165841	0	0	0
11629	ENSG00000165861	7.4	9.3	12.4
11630	ENSG00000165863	0.4	0.5	0.9
11631	ENSG00000165868	4.1	36.7	18.4
11632	ENSG00000165879	1.2	1.3	1.9
11633	ENSG00000165886	11.6	5.5	9
11634	ENSG00000165887	35.9	0.6	5.5
11635	ENSG00000165891	0.2	0.2	0.1
11636	ENSG00000165895	4.8	3.7	9
11637	ENSG00000165898	19.7	10.4	23.3
11638	ENSG00000165899	1.6	1	6.5
11639	ENSG00000165905	0.2	0	13.3
11640	ENSG00000165912	95.9	6.7	11.8
11641	ENSG00000165914	25.1	28.2	10.3
11642	ENSG00000165915	34.5	13	34.1
11643	ENSG00000165916	95.9	75	64.5
11644	ENSG00000165917	1.8	0	0.2
11645	ENSG00000165923	0.2	0.6	1.8
11646	ENSG00000165929	3.6	2.8	9.2
11647	ENSG00000165934	10.9	13.9	12.6
11648	ENSG00000165935	0	0.1	0.1
11649	ENSG00000165943	46.8	94.8	28.8
11650	ENSG00000165948	13.5	12.4	9.7
11651	ENSG00000165949	156.1	43.1	72.7
11652	ENSG00000165953	0	0	0
11653	ENSG00000165959	3.2	7.9	19.6
11654	ENSG00000165966	0.6	4.2	0.4
11655	ENSG00000165970	0	0.1	0
11656	ENSG00000165972	0	0.1	0.2
11657	ENSG00000165973	0	17	18.1
11658	ENSG00000165983	6.9	22	29.1
11659	ENSG00000165985	0.3	22.2	2.2
11660	ENSG00000165995	10.1	14.6	2.6
11661	ENSG00000165996	58.3	4.4	2.8
11662	ENSG00000165997	3.9	7	5.4
11663	ENSG00000166002	23	6.8	25
11664	ENSG00000166004	3.1	4.1	3.4
11665	ENSG00000166006	0	22.2	0
11666	ENSG00000166008	0	0	0
11667	ENSG00000166012	23.2	39.7	27.1
11668	ENSG00000166016	8.8	3.8	7.7
11669	ENSG00000166024	3.6	4.1	5.8
11670	ENSG00000166025	15.9	7.6	5.4
11671	ENSG00000166033	89.5	195.1	100.7
11672	ENSG00000166035	0.6	0.8	7.6
11673	ENSG00000166037	16.1	15.7	17
11674	ENSG00000166046	17.9	10.5	5.8
11675	ENSG00000166049	0	0	0
11676	ENSG00000166068	5.9	20.3	8.8
11677	ENSG00000166069	0	0	0
11678	ENSG00000166073	3.4	10.1	3.4
