ENSG_ID	HPA_heart	HPA_brain	HPA_kidney
6742	ENSG00000133731	22.4	24.4	18
6743	ENSG00000133739	4	6.3	7.8
6744	ENSG00000133740	2	6.2	7.2
6745	ENSG00000133742	0.1	0.3	1
6746	ENSG00000133773	21.6	14.1	18
6747	ENSG00000133789	13.3	9.7	17.6
6748	ENSG00000133794	2.6	11.8	6.1
6749	ENSG00000133800	15.4	8.5	9.4
6750	ENSG00000133805	2.8	7.4	5.6
6751	ENSG00000133808	0.4	0.2	0.2
6752	ENSG00000133812	8.4	10.4	14.5
6753	ENSG00000133816	52.4	48.3	6
6754	ENSG00000133818	25.4	6	22.9
6755	ENSG00000133835	79.9	89.7	101.1
6756	ENSG00000133858	8	12.3	9.5
6757	ENSG00000133863	0	0.4	0
6758	ENSG00000133872	163.4	353.7	192.8
6759	ENSG00000133874	6	1.8	3.1
6760	ENSG00000133878	33.4	22.2	1.6
6761	ENSG00000133884	25.2	29.9	19
6762	ENSG00000133895	5.5	9.8	11.7
6763	ENSG00000133935	8.8	12.3	13.2
6764	ENSG00000133937	0.1	0.3	0.1
6765	ENSG00000133943	120.2	27.5	47.3
6766	ENSG00000133958	0.1	7.1	0.3
6767	ENSG00000133961	28.9	18.6	39.9
6768	ENSG00000133962	0.3	0	0.2
6769	ENSG00000133980	0	0	0.1
6770	ENSG00000133983	32.5	29	42.5
6771	ENSG00000133985	1.5	7.6	1.8
6772	ENSG00000133997	13.1	15.3	10.8
6773	ENSG00000134001	43.2	46	57.6
6774	ENSG00000134007	0	0.1	0
6775	ENSG00000134013	5.5	1.9	2.9
6776	ENSG00000134014	14.9	20	17
6777	ENSG00000134020	124.4	5.6	2.2
6778	ENSG00000134028	0.4	0.1	0.3
6779	ENSG00000134030	21.6	27.5	10.5
6780	ENSG00000134042	1.3	15.6	19.3
6781	ENSG00000134046	17.9	11.9	29.4
6782	ENSG00000134049	36.5	18.8	75
6783	ENSG00000134056	33.4	12.8	32.8
6784	ENSG00000134057	2.5	4.4	4.2
6785	ENSG00000134058	7.3	8.5	16
6786	ENSG00000134061	0.6	1.2	0.5
6787	ENSG00000134070	0.8	2.5	1.9
6788	ENSG00000134072	9.1	36.8	12.7
6789	ENSG00000134077	23.1	17.2	20.3
6790	ENSG00000134086	7.2	23.6	15.6
6791	ENSG00000134107	44.1	33.9	60.5
6792	ENSG00000134108	42.9	67	42.5
6793	ENSG00000134109	4.8	5.5	11.2
6794	ENSG00000134115	0.2	3.2	0.1
6795	ENSG00000134121	8.2	75	20.7
6796	ENSG00000134138	24.8	22.2	16.3
6797	ENSG00000134146	24.6	11.7	15.4
6798	ENSG00000134152	6	15.6	9.1
6799	ENSG00000134153	49.7	48.2	60.9
6800	ENSG00000134160	0	0	0.4
6801	ENSG00000134183	0	0.1	0.1
6802	ENSG00000134184	16.5	8.9	33.4
6803	ENSG00000134186	14.5	17.5	21.2
6804	ENSG00000134193	0	0.1	0.6
6805	ENSG00000134198	6	2.9	9.9
6806	ENSG00000134200	0	0.1	0
6807	ENSG00000134201	5.3	12.3	3.9
6808	ENSG00000134202	54.2	50.2	139.7
6809	ENSG00000134207	0	4	1.4
6810	ENSG00000134215	1.5	1.6	85.6
6811	ENSG00000134216	0	0	0.1
6812	ENSG00000134222	1.2	20.1	1.7
6813	ENSG00000134240	0.5	0.2	65.7
6814	ENSG00000134242	0.5	0.3	0.7
6815	ENSG00000134243	54.5	71.3	34.3
6816	ENSG00000134245	2.3	1.3	0.8
6817	ENSG00000134247	40.7	6.4	4.2
6818	ENSG00000134248	182.4	66.9	319.9
6819	ENSG00000134249	0	0	0
6820	ENSG00000134250	9.9	11.6	11.7
6821	ENSG00000134253	10.6	2.8	2.9
6822	ENSG00000134255	7.4	13.4	21.2
6823	ENSG00000134256	0.4	0.5	0.2
6824	ENSG00000134258	0.1	0.1	12.1
6825	ENSG00000134259	4.2	0.5	1.9
6826	ENSG00000134262	8.4	10.4	7.6
6827	ENSG00000134265	16.9	32	15.8
6828	ENSG00000134278	17.7	34.4	14.9
6829	ENSG00000134283	30	29.8	24.6
6830	ENSG00000134285	5.2	4.8	8.3
6831	ENSG00000134287	31.9	183.2	76.4
6832	ENSG00000134291	52.3	21.3	56
6833	ENSG00000134294	42.1	38.7	59.8
6834	ENSG00000134308	168.8	204.3	107.9
6835	ENSG00000134313	24	48.1	22.7
6836	ENSG00000134317	0.9	1.8	3.2
6837	ENSG00000134318	13	16.3	13.9
6838	ENSG00000134321	5.3	4.4	3.3
6839	ENSG00000134323	0.6	2.8	3
6840	ENSG00000134324	17	22.4	10.5
6841	ENSG00000134326	4.2	4.8	2.8
6842	ENSG00000134330	62.8	27.2	32.5
6843	ENSG00000134333	149.7	118.7	184
6844	ENSG00000134339	0.7	1.3	1
6845	ENSG00000134343	0.2	6.8	1.3
6846	ENSG00000134352	35.4	37.1	56
6847	ENSG00000134363	3.3	0.7	1.1
6848	ENSG00000134365	0	0	0.1
6849	ENSG00000134369	11.6	17.5	3.6
6850	ENSG00000134371	13.4	10.6	12.8
6851	ENSG00000134375	58	36.1	34.4
6852	ENSG00000134376	0.2	8.1	0.2
6853	ENSG00000134389	0	0	0
6854	ENSG00000134398	0	0	0.2
6855	ENSG00000134419	224.2	72.6	153.1
6856	ENSG00000134438	0	0	0
6857	ENSG00000134440	76	80.5	103.2
6858	ENSG00000134443	0	1.1	0.1
6859	ENSG00000134444	9.8	17	12.7
6860	ENSG00000134452	35.6	17.2	24.6
6861	ENSG00000134453	38.2	44.5	40.8
6862	ENSG00000134460	0.7	0	0.3
6863	ENSG00000134461	1.7	4.9	3.3
6864	ENSG00000134463	20.4	0.8	62.2
6865	ENSG00000134470	7.3	1.1	4.9
6866	ENSG00000134480	18.9	28.6	27.8
6867	ENSG00000134489	0.1	0	0
6868	ENSG00000134490	4.1	5	2.8
6869	ENSG00000134504	12.1	25	16.8
6870	ENSG00000134508	4.5	14.7	13.9
6871	ENSG00000134516	2.7	3.5	1.8
6872	ENSG00000134531	60.8	24.2	24.3
6873	ENSG00000134532	3	8.1	2.1
6874	ENSG00000134533	7.3	7.5	30.4
6875	ENSG00000134538	0	0	0
6876	ENSG00000134539	1.5	0.3	1
6877	ENSG00000134545	0.1	0.2	0.2
6878	ENSG00000134548	13.4	17.5	27.9
6879	ENSG00000134551	11	0.2	0.3
6880	ENSG00000134569	6.1	31.2	1.8
6881	ENSG00000134571	128.2	0	0
6882	ENSG00000134574	5.9	4.3	5.2
6883	ENSG00000134575	13.7	20.4	25.1
6884	ENSG00000134588	0	0	0
6885	ENSG00000134590	163.9	114	43.1
6886	ENSG00000134594	4.3	16.8	0.2
6887	ENSG00000134595	0	0.8	0
6888	ENSG00000134597	8.4	10.1	9.4
6889	ENSG00000134602	1	0.6	3.3
6890	ENSG00000134627	0.9	0.8	0.8
6891	ENSG00000134640	0	0.1	0
6892	ENSG00000134644	25.7	29	27.7
6893	ENSG00000134668	0.1	5.1	0.1
6894	ENSG00000134684	15.1	39	15.5
6895	ENSG00000134686	66.3	36.7	48.6
6896	ENSG00000134690	0.3	0.6	0.5
6897	ENSG00000134697	16.7	10.8	15.8
6898	ENSG00000134698	8.1	5.3	3.9
6899	ENSG00000134709	2.5	5.6	17
6900	ENSG00000134716	81.2	8.4	2.8
6901	ENSG00000134717	16.9	24.7	14.7
6902	ENSG00000134744	13.1	11.4	15.3
6903	ENSG00000134748	10	13.8	13.7
6904	ENSG00000134755	8.8	1.5	5.4
6905	ENSG00000134757	0	0.2	0
6906	ENSG00000134758	5.1	9.2	8.2
6907	ENSG00000134759	27.2	22.2	23.9
6908	ENSG00000134760	1.1	0.1	0
6909	ENSG00000134762	0.3	0.1	0
6910	ENSG00000134765	20	0.1	0
6911	ENSG00000134769	154.1	138	3
6912	ENSG00000134775	110.9	10.3	19.1
6913	ENSG00000134779	46.2	48.3	34.7
6914	ENSG00000134780	1.4	9.4	1.5
6915	ENSG00000134802	25.3	5.7	5.4
6916	ENSG00000134809	30.6	24.6	37.4
6917	ENSG00000134812	0	0.3	0.9
6918	ENSG00000134815	2.2	2.6	3.8
6919	ENSG00000134817	14.7	43.9	7.4
6920	ENSG00000134824	24.4	147.9	9.4
6921	ENSG00000134825	77.5	47.3	79.6
6922	ENSG00000134827	0.1	0.1	0.1
6923	ENSG00000134830	0.3	1	1.4
6924	ENSG00000134851	22.6	30.8	35.4
6925	ENSG00000134852	8.3	9.6	8.3
6926	ENSG00000134853	18.4	38.5	21.5
6927	ENSG00000134864	0.9	2.9	64.5
6928	ENSG00000134871	54.2	5.1	33.1
6929	ENSG00000134873	0.3	26.3	121.5
6930	ENSG00000134874	3.6	17.1	20.2
6931	ENSG00000134882	47.2	25.3	46.1
6932	ENSG00000134884	69.9	109.5	65.9
6933	ENSG00000134897	18.3	11.1	18.5
6934	ENSG00000134899	16.5	17.4	23.7
6935	ENSG00000134900	15.7	16.8	14.4
6936	ENSG00000134901	3	1.9	3.6
6937	ENSG00000134905	26.2	12.6	19.8
6938	ENSG00000134909	2.5	27.7	7.6
6939	ENSG00000134910	45.8	25.7	50.9
6940	ENSG00000134917	0.9	5.6	0.7
6941	ENSG00000134940	0	0.6	0
6942	ENSG00000134954	33.5	12.8	27.7
6943	ENSG00000134955	1.3	1.9	0.8
6944	ENSG00000134962	0.1	0.1	0.2
6945	ENSG00000134970	36.5	34.6	46.1
6946	ENSG00000134982	5.9	35.6	6.2
6947	ENSG00000134986	53.8	88.9	42.7
6948	ENSG00000134987	4.9	5.3	6.8
6949	ENSG00000134996	24.1	29.4	29.6
6950	ENSG00000135002	13.2	23.1	24.8
6951	ENSG00000135018	49.2	66.2	42.6
6952	ENSG00000135040	9.6	12.7	10.6
6953	ENSG00000135045	1.1	4.2	2.2
6954	ENSG00000135046	83	24	38.8
6955	ENSG00000135047	87.7	56.5	165
6956	ENSG00000135048	4.4	9.2	10.8
6957	ENSG00000135049	11.8	25.9	6.2
6958	ENSG00000135052	8	84.9	68
6959	ENSG00000135063	13.3	14.2	2.3
6960	ENSG00000135069	0.9	93.8	98.8
6961	ENSG00000135070	39	34.1	38.4
6962	ENSG00000135074	8.9	3.1	0.6
6963	ENSG00000135077	1.7	6.7	14.1
6964	ENSG00000135083	3.4	0.8	2.2
6965	ENSG00000135090	15.1	33.4	15.8
6966	ENSG00000135093	7	10.5	8.9
6967	ENSG00000135094	0.2	6.2	0.4
6968	ENSG00000135097	1.7	8	0.7
6969	ENSG00000135100	0.1	0.6	14.5
6970	ENSG00000135108	23	30.4	43.2
6971	ENSG00000135111	5.7	1.9	11.3
6972	ENSG00000135114	0.8	0.9	1.1
6973	ENSG00000135116	0.1	8.5	0.1
6974	ENSG00000135119	0.3	9.3	0.7
6975	ENSG00000135124	6.6	6.9	16.4
6976	ENSG00000135127	0.8	11.4	92.6
6977	ENSG00000135144	0.9	15.4	5.6
6978	ENSG00000135148	18	14.8	12.7
6979	ENSG00000135164	19.8	30.7	25.4
6980	ENSG00000135175	0	0.1	0
6981	ENSG00000135185	7.6	6.4	26.3
6982	ENSG00000135205	7.2	3.1	9.2
6983	ENSG00000135211	10.9	8.4	20.1
6984	ENSG00000135213	13.1	19	14.7
6985	ENSG00000135218	499.4	2.6	8
6986	ENSG00000135220	0	0.1	71.1
6987	ENSG00000135222	0.1	0	0
6988	ENSG00000135226	0	0	0.1
6989	ENSG00000135241	21.2	32.7	22.6
6990	ENSG00000135245	5.2	7.1	3.8
6991	ENSG00000135248	0	0.2	0.1
6992	ENSG00000135249	7.2	9.3	8.1
6993	ENSG00000135250	11.7	72.8	13.8
6994	ENSG00000135269	11.5	1.4	15.9
6995	ENSG00000135272	19.1	4.6	11.7
6996	ENSG00000135297	11.1	9.3	19.4
6997	ENSG00000135298	1.5	35.1	0.6
6998	ENSG00000135299	8.8	20.9	8.1
6999	ENSG00000135312	0.1	1.3	0.4
7000	ENSG00000135314	1	6.2	0.5
7001	ENSG00000135315	2	3.2	4.2
7002	ENSG00000135316	19.4	22	25.5
7003	ENSG00000135317	18.3	33.5	46.6
7004	ENSG00000135318	5.3	12	13
7005	ENSG00000135324	0.5	12.4	2.4
7006	ENSG00000135333	4.4	4.4	7.3
7007	ENSG00000135334	17.6	26.2	14.1
7008	ENSG00000135336	17.2	16.4	12.8
7009	ENSG00000135338	2	4.2	3
7010	ENSG00000135341	13.9	13.7	10.1
7011	ENSG00000135346	0.1	0	0.9
7012	ENSG00000135355	0	0	0
7013	ENSG00000135362	2.1	7.8	7.1
7014	ENSG00000135363	7.2	33.2	30.6
7015	ENSG00000135365	18.7	13.9	8.4
7016	ENSG00000135372	8.1	12.4	10.6
7017	ENSG00000135373	0.3	0.7	22.4
7018	ENSG00000135374	0	0.1	19.1
7019	ENSG00000135378	0.5	0.6	12.6
7020	ENSG00000135387	48.7	67.8	56.6
7021	ENSG00000135390	439.8	141.1	234.1
7022	ENSG00000135392	10.7	13.9	15.5
7023	ENSG00000135404	552	210.4	350.2
7024	ENSG00000135406	0.4	3.2	0.5
7025	ENSG00000135407	1.7	3.3	3.4
7026	ENSG00000135409	0.6	0	0.1
7027	ENSG00000135413	0	0	0
7028	ENSG00000135414	5.7	7.9	2.3
7029	ENSG00000135423	0.8	8.3	2.9
7030	ENSG00000135424	141.3	37.5	13.1
7031	ENSG00000135426	1.1	20.8	0.5
7032	ENSG00000135436	0.1	0.1	0.5
7033	ENSG00000135437	9.1	3.3	13.7
7034	ENSG00000135439	4	64.1	0.4
7035	ENSG00000135441	77.2	71.7	124.3
7036	ENSG00000135443	0	0	0.1
7037	ENSG00000135446	48.3	34.1	63.4
7038	ENSG00000135447	21.8	16.2	48.1
7039	ENSG00000135451	0.7	0.5	0.3
7040	ENSG00000135452	31.3	33.3	34.9
7041	ENSG00000135454	2.2	23.3	0.4
7042	ENSG00000135457	16.1	19.1	14.9
7043	ENSG00000135469	94.8	10.4	15.4
7044	ENSG00000135472	7.9	187.8	1
7045	ENSG00000135473	22.8	26.2	30.1
7046	ENSG00000135476	0.2	0.4	7
7047	ENSG00000135480	1.4	1.5	43.8
7048	ENSG00000135482	3.7	3.4	5
7049	ENSG00000135486	81.5	96.5	118.2
7050	ENSG00000135502	6.3	3.9	1.1
7051	ENSG00000135503	6.6	21.3	32.8
7052	ENSG00000135506	81.2	71.5	119.3
7053	ENSG00000135517	0.3	0.2	0
7054	ENSG00000135519	0.2	13.2	0.8
7055	ENSG00000135521	11.2	11.5	11.8
7056	ENSG00000135525	1.1	29.9	33.6
7057	ENSG00000135535	74.5	44.4	233.7
7058	ENSG00000135537	5.3	3.2	4.9
7059	ENSG00000135540	13.3	7.7	7.2
7060	ENSG00000135541	7.3	15.9	8
7061	ENSG00000135547	6.8	6.8	2.1
7062	ENSG00000135549	0.5	6.3	3
7063	ENSG00000135569	0	0	0
7064	ENSG00000135577	0	0.2	0.1
7065	ENSG00000135587	3.1	2.6	5.9
7066	ENSG00000135596	4.8	20.9	10.9
7067	ENSG00000135597	19	21	14.3
7068	ENSG00000135604	3.3	0.7	1.7
7069	ENSG00000135605	1.3	0.3	1.5
7070	ENSG00000135617	48.6	9.9	16.4
7071	ENSG00000135622	2.4	9.6	2.2
7072	ENSG00000135624	109.3	83.3	83.3
7073	ENSG00000135625	0	4.1	0
7074	ENSG00000135631	13.6	18.7	42.1
7075	ENSG00000135632	13.3	16.4	12.6
7076	ENSG00000135636	18.5	9.3	6.5
7077	ENSG00000135637	2.3	3.5	3.4
7078	ENSG00000135638	0	4.8	26.6
7079	ENSG00000135643	4.9	23.7	3.8
7080	ENSG00000135655	28.5	15.3	18.5
7081	ENSG00000135677	42.2	21.5	102.4
7082	ENSG00000135678	33.4	12.5	71
7083	ENSG00000135679	6.4	15.5	12.2
7084	ENSG00000135686	12.4	9	17.3
7085	ENSG00000135697	0	0.3	2.6
7086	ENSG00000135698	10.4	18.5	12.2
7087	ENSG00000135702	0.1	0.6	0.1
7088	ENSG00000135709	5.2	61.8	4.7
7089	ENSG00000135720	51.7	86.3	43.7
7090	ENSG00000135722	1.8	1.4	3.2
7091	ENSG00000135723	14.1	4.7	9.8
7092	ENSG00000135736	7.2	1.1	4.5
7093	ENSG00000135740	0.8	1.9	0.5
7094	ENSG00000135744	90.8	110.2	24.1
7095	ENSG00000135747	1.3	2.5	2.4
7096	ENSG00000135749	2.3	10.7	3.2
7097	ENSG00000135750	30.5	46.8	11.7
7098	ENSG00000135763	1.6	2.5	1.7
7099	ENSG00000135766	36.7	23.8	26.6
7100	ENSG00000135773	0.3	0.8	0.2
7101	ENSG00000135775	15.1	10.9	14.9
7102	ENSG00000135776	6.1	5	8.4
7103	ENSG00000135778	34.9	29.1	33.3
7104	ENSG00000135801	6.5	8.7	6.4
7105	ENSG00000135821	209.7	702.4	145.3
7106	ENSG00000135823	4.8	17.9	8.4
7107	ENSG00000135824	0	3.2	0
7108	ENSG00000135828	2.7	3.6	6
7109	ENSG00000135829	23.3	40.1	44.1
7110	ENSG00000135835	4.2	2	2.8
7111	ENSG00000135837	6.8	9.2	9
7112	ENSG00000135838	3.2	14.6	48.1
7113	ENSG00000135842	129	1.8	3.2
7114	ENSG00000135845	16	13.4	16.7
7115	ENSG00000135847	28.6	24.4	22.5
7116	ENSG00000135862	56.4	6.9	21.9
7117	ENSG00000135870	2.7	4.4	3.8
7118	ENSG00000135898	0.1	0.4	0.1
7119	ENSG00000135899	9.3	7.5	10.3
7120	ENSG00000135900	26.5	14.7	28.2
7121	ENSG00000135902	0	0	0
7122	ENSG00000135903	0.1	0	0
7123	ENSG00000135905	2	19.7	3
7124	ENSG00000135912	6.2	18.8	5.6
7125	ENSG00000135913	2	3.7	3.1
7126	ENSG00000135914	3.2	0.1	3.5
7127	ENSG00000135916	36.6	330	83.6
7128	ENSG00000135917	0.4	1.7	3.8
7129	ENSG00000135919	52.4	129.7	28.3
7130	ENSG00000135924	51	113.8	58.8
7131	ENSG00000135925	0.1	0.3	0.8
7132	ENSG00000135926	79.3	41.4	92.9
7133	ENSG00000135929	12.6	18	42.9
7134	ENSG00000135930	22.7	33.4	57.2
7135	ENSG00000135931	2.3	7.1	4.9
7136	ENSG00000135932	42.7	45.5	47.1
7137	ENSG00000135940	224.7	80.9	159.8
7138	ENSG00000135945	17.1	13.3	16.3
7139	ENSG00000135951	1	4.4	6.5
7140	ENSG00000135953	2.4	1.9	8.4
7141	ENSG00000135956	52.5	23.3	29.2
7142	ENSG00000135960	0	0	0.7
7143	ENSG00000135966	4.9	7.2	7
7144	ENSG00000135968	9	23.1	21.5
7145	ENSG00000135972	46.5	15.3	26.8
7146	ENSG00000135973	0	0.8	0
7147	ENSG00000135974	12.1	12.9	8.9
7148	ENSG00000135976	2.6	5.2	2.6
7149	ENSG00000135999	13.6	16.3	11.9
7150	ENSG00000136002	1.8	75.4	1.1
7151	ENSG00000136003	325.5	97.4	210.8
7152	ENSG00000136010	1.6	3.1	0.4
7153	ENSG00000136011	0.5	0.1	0
7154	ENSG00000136014	0.6	0.6	1.5
7155	ENSG00000136021	12.4	15.9	19.2
7156	ENSG00000136026	29.7	11.3	14.7
7157	ENSG00000136040	1.6	8.2	3.8
7158	ENSG00000136044	13.1	24.3	20.8
7159	ENSG00000136045	14.3	23.9	22.1
7160	ENSG00000136048	3.9	3.9	21.3
7161	ENSG00000136051	10.8	15.4	22.6
7162	ENSG00000136052	1.8	7.3	8.3
7163	ENSG00000136059	4.5	4.5	2.9
7164	ENSG00000136068	11.5	7.2	35.6
7165	ENSG00000136098	6.5	6.7	7.2
7166	ENSG00000136099	0	3.9	0
7167	ENSG00000136100	21.2	19.3	24.4
7168	ENSG00000136104	20.6	15.5	14.6
7169	ENSG00000136108	5	7.9	5.1
7170	ENSG00000136110	0	1	0
7171	ENSG00000136111	24.7	5.8	22.2
7172	ENSG00000136114	5.1	3.2	1.4
7173	ENSG00000136122	0.6	1.1	1.2
7174	ENSG00000136141	6.8	3.1	12.6
7175	ENSG00000136143	71.3	43.5	54.2
7176	ENSG00000136144	13.5	22.7	15.8
7177	ENSG00000136146	41.2	27.3	31.5
7178	ENSG00000136147	18.1	16.1	21.4
7179	ENSG00000136152	12.1	8.8	11.5
7180	ENSG00000136153	209.5	23.5	52.4
7181	ENSG00000136155	0.2	0.2	0.1
7182	ENSG00000136156	336.3	330	851.1
7183	ENSG00000136158	29.2	27.8	17.3
7184	ENSG00000136159	8.3	7.9	13.4
7185	ENSG00000136160	16.2	50.8	26.3
7186	ENSG00000136161	9.4	14	16.3
7187	ENSG00000136167	11.4	8	9.2
7188	ENSG00000136169	7.8	4.3	7.5
7189	ENSG00000136193	15.5	91.5	21
7190	ENSG00000136197	1.5	1.7	2.7
7191	ENSG00000136205	18.3	18.6	38.5
7192	ENSG00000136206	0.1	0.1	0.2
7193	ENSG00000136213	2.9	3.8	5.1
7194	ENSG00000136231	0.2	0.4	0.1
7195	ENSG00000136235	227.6	15.6	25
7196	ENSG00000136237	14.1	42.6	15.5
7197	ENSG00000136238	73.2	115.9	80.8
7198	ENSG00000136240	40.8	25.9	60.2
7199	ENSG00000136243	18.6	21.8	18.1
7200	ENSG00000136244	6.7	2.4	2
7201	ENSG00000136247	29.7	23.8	35.6
7202	ENSG00000136250	2.5	4.7	2.1
7203	ENSG00000136261	208.5	17.1	12.8
7204	ENSG00000136267	0.5	24.4	1.5
7205	ENSG00000136270	33.9	19.8	26.5
7206	ENSG00000136271	20.4	23.7	30.8
7207	ENSG00000136273	12.1	8.1	9.2
7208	ENSG00000136274	2.2	26.3	1.1
7209	ENSG00000136275	0	0	0
7210	ENSG00000136279	29.9	35.6	28.7
7211	ENSG00000136280	19.8	27.2	13.2
7212	ENSG00000136286	0.9	0.7	0.7
7213	ENSG00000136295	3.9	28.4	22.6
7214	ENSG00000136297	0	20.8	0
7215	ENSG00000136305	3.2	1.7	22.3
7216	ENSG00000136319	5.1	9	8.9
7217	ENSG00000136327	0	0	0
7218	ENSG00000136352	0.1	0	0
7219	ENSG00000136367	0.2	1.4	1
7220	ENSG00000136371	10.8	5.9	84.8
7221	ENSG00000136378	6.7	0.4	0.7
7222	ENSG00000136379	4.4	15.5	13.7
7223	ENSG00000136381	9.9	12.5	17.6
7224	ENSG00000136383	48.4	1.4	4.5
7225	ENSG00000136404	9.1	15.1	3.2
7226	ENSG00000136425	14.2	7.4	5
7227	ENSG00000136436	106.1	43.9	68
7228	ENSG00000136444	22	19.5	26.2
7229	ENSG00000136448	25.3	37.2	31.7
7230	ENSG00000136449	0.3	0.5	0.6
7231	ENSG00000136450	55.9	63.5	73.5
7232	ENSG00000136451	25.4	22.5	27.8
7233	ENSG00000136457	0.5	1.3	1.7
7234	ENSG00000136463	23.9	9.6	26.7
7235	ENSG00000136478	22.1	29.4	17.2
7236	ENSG00000136485	17.2	24	26.2
7237	ENSG00000136487	0.1	0	0
7238	ENSG00000136488	0.4	0	0
7239	ENSG00000136490	5.7	8.5	5.5
7240	ENSG00000136492	0	0.3	0.3
7241	ENSG00000136504	18.1	21.3	12.9
7242	ENSG00000136514	2.6	1.7	2.4
7243	ENSG00000136518	15.9	12.1	21.7
7244	ENSG00000136521	193.2	66.7	125.6
7245	ENSG00000136522	40	19.6	29.6
7246	ENSG00000136527	37.4	50.9	55.2
7247	ENSG00000136531	0.1	35.7	2.4
7248	ENSG00000136535	0	17.3	0
7249	ENSG00000136536	44.4	28.9	30.1
7250	ENSG00000136541	0.2	128.3	0.2
7251	ENSG00000136542	0.5	0.1	0.1
7252	ENSG00000136546	15.4	0.6	1.4
7253	ENSG00000136560	21.2	18.5	25
7254	ENSG00000136573	0.4	0.1	0.2
7255	ENSG00000136574	67.7	0	0
7256	ENSG00000136603	6.1	14.4	13.6
7257	ENSG00000136628	24.6	30	24.8
7258	ENSG00000136630	6.6	1.5	2.8
7259	ENSG00000136631	32.6	26.1	18.7
7260	ENSG00000136634	0.9	1	0.2
7261	ENSG00000136636	10.7	26.2	21.7
7262	ENSG00000136643	5.4	11.4	5.6
7263	ENSG00000136653	6.2	5.8	3
7264	ENSG00000136682	17.1	13.3	23.5
7265	ENSG00000136688	0	0	0.1
7266	ENSG00000136689	1.1	1.5	1.2
7267	ENSG00000136694	0.1	0	0
7268	ENSG00000136695	0	0	0
7269	ENSG00000136696	0	0	0
7270	ENSG00000136697	0	0	0
7271	ENSG00000136698	0	0.1	0
7272	ENSG00000136699	13.3	11.8	12.8
7273	ENSG00000136709	10.2	10.5	15.3
7274	ENSG00000136710	17.1	25.3	33.3
7275	ENSG00000136715	6.2	8.4	6.1
7276	ENSG00000136717	5.5	80.9	49.3
7277	ENSG00000136718	33.8	26.4	29.6
7278	ENSG00000136720	5.6	20.5	33.8
7279	ENSG00000136731	6.6	7.4	9.6
7280	ENSG00000136732	93.7	7.3	19.8
7281	ENSG00000136738	19	22.9	11.1
7282	ENSG00000136750	0	12.9	0.1
7283	ENSG00000136754	15.2	41	27.5
7284	ENSG00000136758	53	32.4	51.1
7285	ENSG00000136770	11.9	5.9	22.5
7286	ENSG00000136783	26.5	18.5	24.9
7287	ENSG00000136802	12.3	45	13.9
7288	ENSG00000136805	0.9	22.2	0
7289	ENSG00000136807	29	45.6	30.8
7290	ENSG00000136810	41.7	52.8	167.5
7291	ENSG00000136811	12.6	10.9	11.7
7292	ENSG00000136813	33.4	36.8	37
7293	ENSG00000136816	6.9	8.7	8.7
7294	ENSG00000136819	30.4	52.8	68.5
7295	ENSG00000136824	6.4	8.2	6.2
7296	ENSG00000136826	19.1	3.7	7.2
7297	ENSG00000136827	13.3	20.2	20.2
7298	ENSG00000136828	12.3	14.5	10.1
7299	ENSG00000136830	15.5	9.2	21.2
7300	ENSG00000136834	0	0	0
7301	ENSG00000136839	0	0	0
7302	ENSG00000136840	18.1	6.5	7.6
7303	ENSG00000136842	121.5	21	4.7
7304	ENSG00000136848	18	16.7	18.7
7305	ENSG00000136854	16.2	188.1	9.8
7306	ENSG00000136856	8.7	9.7	10.9
7307	ENSG00000136859	54	33.8	9.1
7308	ENSG00000136861	15	11.4	9
7309	ENSG00000136866	1.3	3.7	2.3
7310	ENSG00000136867	5.8	30	17.4
7311	ENSG00000136868	7.6	10.4	27
7312	ENSG00000136869	7.5	10.9	6.7
7313	ENSG00000136870	9.4	12.9	10.7
7314	ENSG00000136872	0.4	2.4	1824.1
7315	ENSG00000136874	7.9	9.5	10.2
7316	ENSG00000136875	7.4	10.7	15.9
7317	ENSG00000136877	24.6	15	19.1
7318	ENSG00000136878	6.7	13.7	10.4
7319	ENSG00000136881	0.1	0.3	0.1
7320	ENSG00000136883	0.3	1.9	70
7321	ENSG00000136888	95.7	64.1	142.6
7322	ENSG00000136891	6.2	8.4	7.7
7323	ENSG00000136895	16.3	17	5.7
7324	ENSG00000136897	11.3	10.4	12.5
7325	ENSG00000136908	9.4	18.5	18.5
7326	ENSG00000136918	0.1	0.1	0
7327	ENSG00000136925	10.3	8.2	7.7
7328	ENSG00000136928	0.2	47.9	0
7329	ENSG00000136929	0	0	0
7330	ENSG00000136930	161.4	104.3	122.8
7331	ENSG00000136931	0	0	0
7332	ENSG00000136932	5.9	9.8	9.9
7333	ENSG00000136933	9.9	12.3	10
7334	ENSG00000136935	9.4	14	8.5
7335	ENSG00000136936	9.4	12.6	17.9
7336	ENSG00000136937	7.7	12.7	9.2
7337	ENSG00000136938	25.3	23.1	32.2
7338	ENSG00000136939	0	0	0
7339	ENSG00000136940	6.9	10.4	9.2
7340	ENSG00000136942	375.2	118.2	216.8
7341	ENSG00000136943	0.2	0.7	17.2
7342	ENSG00000136944	0.9	0.1	2
7343	ENSG00000136950	29.7	36.4	20.4
7344	ENSG00000136960	8.3	84.4	57.2
7345	ENSG00000136982	1.1	1.9	0.9
7346	ENSG00000136986	27	31.7	29.9
